# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
V_-ssRNAviruses	Articulavirales	Amnoonviridae		Tilapinevirus	Amnoonviridae	Tilapia tilapinevirus	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	NC_029926, NC_029921, NC_029927, NC_029922, NC_029923, NC_029928, NC_029924, NC_029929, NC_029925, NC_029930	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	Tilapia lake virus isolate Til-4-2011 segment 1, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 2, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 3, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 4, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 5, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 6, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 7, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 8, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 9, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 10, complete sequence.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sripuvirus	Rhabdoviridae	Sena Madureira sripuvirus	KM205004	NC_034529	KM205004	Sena Madureira virus nucleoprotein, hypothetical protein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sripuvirus	Rhabdoviridae	Sripur sripuvirus	KM205023	NC_034542	KM205023	Sripur virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Tibrovirus	Rhabdoviridae	Bivens Arm tibrovirus	KP688373		KP688373	Bivens Arm virus isolate UF 10, complete genome.	invertebrates, vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Tibrovirus	Rhabdoviridae	Coastal Plains tibrovirus	GQ294473	NC_025397	GQ294473	Coastal Plains virus strain DPP53, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Tibrovirus	Rhabdoviridae	Sweetwater Branch tibrovirus	KM204997	NC_034546	KM204997	Sweetwater Branch virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Tibrovirus	Rhabdoviridae	Tibrogargan tibrovirus	GQ294472	NC_020804	GQ294472	Tibrogargan virus strain CS132, complete genome.	invertebrates, vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Tupavirus	Rhabdoviridae	Klamath tupavirus	KM204999	NC_034549	KM204999	Klamath virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Tupavirus	Rhabdoviridae	Tupaia tupavirus	AY840978	NC_007020	AY840978	Tupaia rhabdovirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Bole Tick Virus 2	KM817629	NC_031079	KM817629	Bole Tick Virus 2 strain BL076 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	AB604791	NC_025384	AB604791	Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Diachasmimorpha longicaudata rhabdovirus	KP735609	NC_030451	KP735609	Diachasmimorpha longicaudata rhabdovirus isolate UGA, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Dolphin rhabdovirus	KF958252	NC_025406	KF958252	Dolphin rhabdovirus isolate pxV1 1992, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Farmington virus	KC602379	NC_025253	KC602379	Farmington virus strain CT 114, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Gata virus	KX852388	NC_031691	KX852388	Gata virus strain M4 L protein, glycoprotein, matrix protein, phosphoprotein, and nucleoprotein genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Huangpi Tick Virus 3	KM817630	NC_031083	KM817630	Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Inhangapi virus	KR604694	NC_028230	KR604694	Inhangapi virus strain BEAR177325, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Long Island tick rhabdovirus	KJ396935	NC_025340	KJ396935	Long Island tick rhabdovirus strain LS1, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Moussa virus	FJ985748	NC_025359	FJ985748	Moussa virus isolate C23, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Oak-Vale virus	JF705876	NC_025399	JF705876	Oak-Vale virus strain CSIRO 1342, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Orgi virus	KX852386	NC_031690	KX852386	Orgi virus strain SP1 L protein, glycoprotein, matrix protein, phosphoprotein, and nucleoprotein genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Santa barbara virus	KM350503	NC_028234	KM350503	Santa barbara virus strain AR775619, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Sanxia Water Strider Virus 5	KM817634	NC_031093	KM817634	Sanxia Water Strider Virus 5 strain SXSSP11 nucleocapsid (N), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Scophthalmus maximus rhabdovirus	HQ003891	NC_025387	HQ003891	Scophthalmus maximus rhabdovirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Shayang Fly Virus 2	KM817635	NC_031215	KM817635	Shayang Fly Virus 2 strain SYY1-8 nucleocapsid (N), ORF2 (ORF2), X protein (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Shayang Fly Virus 3	KM817636	NC_031216	KM817636	Shayang Fly Virus 3 strain SYY1-1 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Siniperca chuatsi rhabdovirus	DQ399789	NC_008514	DQ399789	Siniperca chuatsi rhabdovirus from China, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Spodoptera frugiperda rhabdovirus	KF947078	NC_025382	KF947078	Spodoptera frugiperda rhabdovirus isolate Sf, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Sunguru virus	KF395226	NC_025401	KF395226	Sunguru virus isolate Ug#41, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Tacheng Tick Virus 3	KM817640	NC_031268	KM817640	Tacheng Tick Virus 3 strain TC255 ORF1 (ORF1) and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Tacheng Tick Virus 7	KM817642	NC_031272	KM817642	Tacheng Tick Virus 7 strain TCRP-3 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), ORF4 (ORF4), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Taishun Tick Virus	KM817643	NC_031273	KM817643	Taishun Tick Virus strain BL198 nucleocapsid (N), ORF2 (ORF2), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Walkabout Creek virus	KJ432572	NC_028232	KJ432572	Walkabout Creek virus isolate CS1056, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan Ant Virus	KM817645	NC_031276	KM817645	Wuhan Ant Virus strain WHMY02 RNA-dependent RNA polymerase (L) gene, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan Fly Virus 2	KM817646	NC_031278	KM817646	Wuhan Fly Virus 2 strain SYY1-3 nucleocapsid (N), ORF2 (ORF2), X protein (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan House Fly Virus 1	KM817648	NC_031282	KM817648	Wuhan House Fly Virus 1 strain SYY2-4 nucleocapsid (N), putative phosphoprotein (ORF2), putative X protein (ORF3), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan House Fly Virus 2	KM817649	NC_031283	KM817649	Wuhan House Fly Virus 2 strain SYY4-5 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan Insect virus 7	KM817653	NC_031236	KM817653	Wuhan Insect virus 7 strain WHYC02 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan Louse Fly Virus 10	KM817657	NC_031240	KM817657	Wuhan Louse Fly Virus 10 strain BFJSC-8 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Wuhan Mosquito Virus 9	KM817659	NC_031303	KM817659	Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Unassigned	Rhabdoviridae	Xiburema virus	KJ636781	NC_025362	KJ636781	Xiburema virus isolate XIBV/BE AR 362159, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Alagoas vesiculovirus	EU373658	NC_025353	EU373658	Vesicular stomatitis Alagoas virus Indiana 3, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	American bat vesiculovirus	JX569193	NC_022755	JX569193	American bat vesiculovirus TFFN-2013 isolate liver2008, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Carajas vesiculovirus	KM205015		KM205015	Carajas virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Chandipura vesiculovirus	GU212856	NC_020805	GU212856	Chandipura virus isolate CIN 0451, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Cocal vesiculovirus	EU373657	NC_028255	EU373657	Cocal virus Indiana 2, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Indiana vesiculovirus	AF473864		AF473864	Vesicular stomatitis Indiana virus strain 98COE, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Indiana vesiculovirus	J02428	NC_001560	J02428	Vesicular stomatitis Indiana virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Isfahan vesiculovirus	AJ810084	NC_020806	AJ810084	Isfahan virus N gene, P gene, M gene, G gene and L gene, genomic RNA.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Jurona vesiculovirus	KM204996		KM204996	Jurona virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Jurona virus	HM566194	NC_025392	HM566194	Jurona virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Malpais Spring vesiculovirus	KC412247	NC_025364	KC412247	Malpais Spring virus strain 85-488NM, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Maraba vesiculovirus	HQ660076	NC_025255	HQ660076	Maraba virus from Brazil, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Morreton vesiculovirus	KM205007	NC_034508	KM205007	Morreton virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	New Jersey vesiculovirus	JX121109	NC_024473	JX121109	Vesicular stomatitis New Jersey virus isolate NJ1184HDB, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	New Jersey vesiculovirus	JX121110		JX121110	Vesicular stomatitis New Jersey virus isolate NJ89GAS, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Perinet virus	HM566195	NC_025394	HM566195	Perinet virus, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Radi vesiculovirus	KM205024		KM205024	Radi virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Vesiculovirus	Rhabdoviridae	Yug Bogdanovac vesiculovirus	JF911700	NC_025378	JF911700	Yug Bogdanovac virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Dichorhavirus	Rhabdoviridae	Coffee ringspot dichorhavirus	KF812525, KF812526		KF812525, KF812526	Coffee ringspot virus strain Lavras segment RNA1, complete sequence., Coffee ringspot virus strain Lavras segment RNA2, complete sequence.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Dichorhavirus	Rhabdoviridae	Orchid fleck dichorhavirus	AB244417, AB244418	NC_009608, NC_009609	AB244417, AB244418	Orchid fleck virus genomic RNA, segment RNA 1, complete sequence., Orchid fleck virus genomic RNA, segment RNA 2, complete sequence.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Varicosavirus	Rhabdoviridae	Lettuce big-vein associated varicosavirus	AB075039, AB114138	NC_011558, NC_011568	AB075039, AB114138	Lettuce big-vein virus LBVV-pol gene for L protein, complete cds., Lettuce big-vein virus genes for coat protein, protein 2, protein 3, protein 4, protein 5, complete cds.	plants
V_-ssRNAviruses	Mononegavirales	Sunviridae		Sunshinevirus	Sunviridae	Reptile sunshinevirus 1 (Sunshine Coast virus)	JN192445	NC_025345	JN192445	Sunshine virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Xinmoviridae		Anphevirus	Xinmoviridae	Bolahun anphevirus	KX148552		KX148552	Bolahun virus variant 2 putative nucleoprotein, putative small transmembrane protein, putative glycoprotein, putative small ZnF protein, and RdRp genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Xinmoviridae		Anphevirus	Xinmoviridae	Dipteran anphevirus	KX884430	NC_033055	KX884430	Hubei diptera virus 11 strain SCM51501 hypothetical protein 1, hypothetical protein 2, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Xinmoviridae		Anphevirus	Xinmoviridae	Drosophilid anphevirus	KR822819		KR822819	Drosophila unispina virus 1 ORF1, ORF2, ORF3, glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Xinmoviridae		Anphevirus	Xinmoviridae	Odonate anphevirus	KX884428	NC_033027	KX884428	Hubei rhabdo-like virus 7 strain QTM26925 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Xinmoviridae		Anphevirus	Xinmoviridae	Xincheng anphevirus	KM817661	NC_031244	KM817661	Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Beihai yingvirus	KX883990, KX883991	NC_032272, NC_032274	KX883990, KX883991	Beihai sesarmid crab virus 4 strain SCJXSX38901 RNA-dependent RNA polymerase gene, complete cds., Beihai sesarmid crab virus 4 strain SCJXSX38901 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Charybdis yingvirus	KX884000, KX884001	NC_033296, NC_033297	KX884000, KX884001	Wenzhou qinvirus-like virus 2 strain WZRBX42684 RNA-dependent RNA polymerase gene, complete cds., Wenzhou qinvirus-like virus 2 strain WZRBX42684 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Hubei yingvirus	KX883992, KX883993	NC_033282, NC_033283	KX883992, KX883993	Hubei qinvirus-like virus 1 strain SCM49583 RNA-dependent RNA polymerase gene, complete cds., Hubei qinvirus-like virus 1 strain SCM49583 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Sanxia yingvirus	KX883996, KX883997	NC_033284, NC_033285	KX883996, KX883997	Sanxia Qinvirus-like virus 1 strain SXXX11646 RNA-dependent RNA polymerase gene, complete cds., Sanxia Qinvirus-like virus 1 strain SXXX11646 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Shahe yingvirus	KX883994, KX883995	NC_033287, NC_033288	KX883994, KX883995	Shahe qinvirus-like virus 1 strain SHWC0209c11359 RNA-dependent RNA polymerase gene, complete cds., Shahe qinvirus-like virus 1 strain SHWC0209c11359 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Wenzhou yingvirus	KX884002, KX884003	NC_033298, NC_033299	KX884002, KX884003	Wenzhou qinvirus-like virus 1 strain WZSLuoI86141 RNA-dependent RNA polymerase gene, complete cds., Wenzhou qinvirus-like virus 1 strain WZSLuoI86141 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Wuhan yingvirus	KX883998, KX883999	NC_033490, NC_033484	KX883998, KX883999	Wuhan insect virus 15 strain WHCCII13252 RNA-dependent RNA polymerase gene, complete cds., Wuhan insect virus 15 strain WHCCII13252 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Muvirales	Qinviridae		Yingvirus	Qinviridae	 Xinzhou yingvirus	KX884004, KX884005	NC_033753, NC_033754	KX884004, KX884005	Xinzhou nematode virus 3 strain XZSJSC65579 RNA-dependent RNA polymerase gene, complete cds., Xinzhou nematode virus 3 strain XZSJSC65579 hypothetical protein gene, complete cds.	invertebrates
V_-ssRNAviruses	Serpentovirales	Ophioviridae		Ophiovirus	Ophioviridae	Blueberry mosaic associated virus	KJ704366, KJ704367, KJ704368		KJ704366, KJ704367, KJ704368	Blueberry mosaic associated virus segment RNA1, complete sequence., Blueberry mosaic associated virus segment RNA2, complete sequence., Blueberry mosaic associated virus segment RNA3, complete sequence.	plants
V_-ssRNAviruses	Serpentovirales	Ophioviridae		Ophiovirus	Ophioviridae	Citrus psorosis virus	AY654892, AY654893, AY654894	NC_006314, NC_006315, NC_006316	AY654892, AY654893, AY654894	Citrus psorosis virus segment RNA1, complete sequence., Citrus psorosis virus segment RNA2, complete sequence., Citrus psorosis virus segment RNA3, complete sequence.	plants
V_-ssRNAviruses	Serpentovirales	Ophioviridae		Ophiovirus	Ophioviridae	Lettuce ring necrosis virus	AY535016, AY535017, AY535018, AY535019	NC_006051, NC_006052, NC_006053, NC_006054	AY535016, AY535017, AY535018, AY535019	Lettuce ring necrosis virus segment RNA 1, complete sequence., Lettuce ring necrosis virus segment RNA 2, complete sequence., Lettuce ring necrosis virus segment RNA 3, complete sequence., Lettuce ring necrosis virus segment RNA 4, complete sequence.	plants
V_-ssRNAviruses	Serpentovirales	Ophioviridae		Ophiovirus	Ophioviridae	Mirafiori lettuce big-vein virus	AF525933, AF525934, AF525935, AF525936		AF525933, AF525934, AF525935, AF525936	Mirafiori lettuce big-vein virus isolate LS301-O putative RNA polymerase and 25K protein genes, complete cds., Mirafiori lettuce big-vein virus isolate LS301-O 10K protein and 55K protein genes, complete cds., Mirafiori lettuce big-vein virus isolate LS301-O nucleocapsid gene, complete cds., Mirafiori lettuce big-vein virus isolate LS301-O 10.6K protein and 37K protein genes, complete cds.	plants
V_-ssRNAviruses	Unassigned	Unassigned		Deltavirus	Deltaviridae	Hepatitis delta virus	D01075	NC_001653	D01075	Hepatitis delta virus genomic RNA, complete genome.	vertebrates
